No Weapons of Mass devastation Found in Iraq Yet.	Weapons of Mass death Found in Iraq.	not_entailment	0
No Weapons of passel Destruction Found in Iraq Yet.	Weapons of Mass Destruction detect in Iraq.	not_entailment	0
A post of sorrow, after Pope whoremonger Paul ii died, became a post of celebration, as rc catholic faithful gathered in business district Chicago to mark the installation of new Pope Benedict XVI.	alexander pope Benedict XVI is the freshly leader of the Roman Catholic Church.	entailment	1
A place of sorrow, after Pope John Paul  died, became a place of celebration, as Roman catholic fold pucker in downtown Chicago to tick the installation of newly Pope Benedict XVI.	Pope Benedict XVI is the new loss leader of the rc Catholic Church.	entailment	1
Herceptin was already approved to treat the disturbed chest cancer patients, and the company said, Monday, it will talk about with federal regulator the possibility of order the dose for more chest cancer patients.	Herceptin can be used to treat summit cancer.	entailment	2
Herceptin was already okay to treat the sickest breast cancer patients, and the companionship said, Monday, it will hash out with federal governor the possible action of prescribing the dose for more breast cancer patients.	Herceptin can be utilise to treat breast cancer.	entailment	2
Judie Vivian, chief executive at ProMedica, a aesculapian service company that help oneself sustain the 2-year-old Vietnam Heart found in atomic number  Chi Minh metropolis (formerly Saigon), pronounce that so far about 1,500 children have incur treatment.	The former distinguish of Ho Chi Minh City was Saigon.	entailment	3
A military man is due in courtroom late charged with the murder  years ago of a adolescent whose incase was the first class honours degree to be featured on BBC One's Crimewatch. Colette Aram, 16, was walking to her boyfriend's planetary house in Keyworth, Nottinghamshire, on  oct 1983 when she disappeared. Her eubstance was late regain in a field of honor skinny to her home. Paul Stewart Hutchinson, 50, has been charged with murder and is due before Nottingham magistrate later.	saul Stewart Hutchinson is accused of having dig a girl.	not_entailment	4
group a man is due in judicature later on send with the bump off 26 years agone of a stripling whose case was the foremost to be boast on BBC One's Crimewatch. Colette Aram, 16, was walk to her boyfriend's house in Keyworth, Nottinghamshire, on xxx oct 1983 when she disappeared. Her body was later on found in a field nigh to her home. st paul stewart Hutchinson, 50, has been send with bump off and is due before Nottingham magistrates later.	st paul dugald stewart Hutchinson is accused of having stabbed a girl.	not_entailment	4
Britain said, Friday, that it has blockaded cleric, Omar Bakri, from returning to the state from Lebanon, where he was unblock by police after being stay for two dozen hours.	Bakri was shortly detained, but was released.	entailment	5
