No Weapons of Mass Destruction Found in republic of iraq Yet.	Weapons of Mass Destruction Found in Iraq.	not_entailment	0
No Weapons of people Destruction Found in Iraq Yet.	Weapons of Mass Destruction Found in Iraq.	not_entailment	0
A place of sorrow, after Pope John Paul ii died, became a place of celebration, as Roman Catholic fold gathered in business district Chicago to strike out the installment of new Pope st benedict XVI.	Pope Benedict XVI is the new leader of the Roman Catholic Church.	entailment	1
group a place of sorrow, after Pope privy Paul II died, became a place of celebration, as Roman Catholic faithful gathered in business district Chicago to mark the initiation of raw Pope st benedict XVI.	Pope Benedict XVI is the new leader of the Roman Catholic Church.	entailment	1
Herceptin was already approved to plow the sickest summit genus cancer patients, and the keep company said, Monday, it will discourse with federal regulators the possibility of prescribe the drug for more summit genus cancer patients.	Herceptin can be used to treat breast cancer.	entailment	2
Herceptin was already approved to treat the sickest white meat crab patients, and the company said, Monday, it will talk about with union regulators the opening of prescribing the do drugs for more white meat crab patients.	Herceptin can be used to treat breast cancer.	entailment	2
Judie Vivian, foreman executive at ProMedica, a medical service accompany that avail sustain the 2-year-old annam spunk Institute in Ho Chi Minh City (formerly Saigon), said that so army for the liberation of rwanda about 1,500 fry have received treatment.	The previous name of Ho Chi Minh City was Saigon.	entailment	3
Judie Vivian, boss executive at ProMedica, a medical service company that assist nurture the 2-year-old Vietnam Heart found in atomic number  Chi Minh City (formerly Saigon), enunciate that so far about 1,500 children have get treatment.	The previous name of Ho Chi Minh City was Saigon.	entailment	3
A man is ascribable in court ulterior accuse with the murder  days agone of a teen whose case was the first to be feature on BBC One's Crimewatch. sidonie gabrielle colette Aram, 16, was walking to her boyfriend's house in Keyworth, Nottinghamshire, on 30 oct 1983 when she disappeared. Her trunk was ulterior find out in a sphere conclusion to her home. paul the apostle Stewart Hutchinson, 50, has been accuse with murder and is ascribable before Nottingham magistrates later.	Paul Stewart Hutchinson is accused of having stabbed a girl.	not_entailment	4
vitamin a man is due in lawcourt later on charged with the murder 26 class agone of a stripling whose case was the initiative to be have on BBC One's Crimewatch. Colette Aram, 16, was walk to her boyfriend's domiciliate in Keyworth, Nottinghamshire, on 30 oct 1983 when she disappeared. Her torso was later on determine in a field close to her home. alice paul stewart Hutchinson, 50, has been charged with murder and is due before Nottingham magistrates later.	Paul Stewart Hutchinson is accused of having stabbed a girl.	not_entailment	4
uk said, Friday, that it has barricade cleric, Omar Bakri, from returning to the country from Lebanon, where he was eject by police after being confine for two dozen hours.	Bakri was briefly detained, but was released.	entailment	5
great britain said, Friday, that it has barred cleric, Omar Bakri, from returning to the rural area from Lebanon, where he was issue by police force after being hold up for 24 hours.	Bakri was briefly detained, but was released.	entailment	5
Nearly tetrad one thousand thousand fry who have at least one parent who entered the U.S. illicitly were bear in the United States and are U.S. citizens as a result, harmonise to the study conducted by the pew Hispanic Center. That's about trinity one quarter of the forecast 5.5 one thousand thousand fry of illegal immigrant interior the United States, harmonise to the study. almost 1.8 one thousand thousand fry of undocumented immigrant experience in poverty, the study found.	Three quarters of U.S. illegal immigrants have children.	not_entailment	6
well nigh quaternion million tiddler who have at least single parent who entered the U.S. illegally were born in the United States and are U.S. citizen as a result, fit in to the written report guide by the pew hispanic american Center. That's about triad quarters of the estimated 5.5 million tiddler of illegal immigrant inside the United States, fit in to the study. some 1.8 million tiddler of undocumented immigrant springy in poverty, the written report found.	Three quarters of U.S. illegal immigrants have children.	not_entailment	6
corresponding the United States, U.N. official are also dismayed that Aristide toss off a group discussion called by quality Minister Robert Malval in Port-au-Prince in hopes of bringing all the feuding company together.	Aristide had Prime Minister Robert Malval  murdered in Port-au-Prince.	not_entailment	7
similar the United States, U.N. official are likewise dismayed that Aristide killed a conference address by heyday Minister Robert Malval in Port-au-Prince in hopes of bringing all the feud parties together.	Aristide had Prime Minister Robert Malval  murdered in Port-au-Prince.	not_entailment	7
WASHINGTON -- angstrom fresh declassify narrative of the president george w bush administration's advice to the CIA on rough examination point that the small group of justice Department lawyer who wrote memos authorizing controversial enquiry technique were work not on their own but with direction from top of the inning administration officials, admit then-Vice President Dick Cheney and national security adviser Condoleezza Rice. atomic number  the same time, the narrative suggests that then-Defense Secretary Donald H. Rumsfeld and then-Secretary of State Colin Powell were mostly left out of the decision-making process.	Dick Cheney was the Vice President of Bush.	entailment	8
capital of the united states -- A newly declassified narration of the shrub administration's advice to the cia on harsh interrogations usher that the modest mathematical group of Justice section lawyer who wrote memos authorize controversial interrogation techniques were operating not on their own but with direction from top administration officials, include then-Vice united states president Dick Cheney and national security advisor Condoleezza Rice. at the same time, the narration suggests that then-Defense escritoire Donald H. Rumsfeld and then-Secretary of State Colin Powell were mostly left out of the decision-making process.	Dick Cheney was the Vice President of Bush.	entailment	8
solitary a calendar week after it had no comment on upping the storehouse capacity of its Hotmail e-mail service, Microsoft early thursday herald it was hike up the allowance to 250MB to succeed similar displace by rivals such as Google, Yahoo, and Lycos.	Microsoft's Hotmail has raised its storage capacity to 250MB.	entailment	9
Only a workweek after it had no gloss on upping the storage capacity of its Hotmail e-mail service, Microsoft early thursday announced it was hike up the leeway to 250MB to abide by like moves by equal such as Google, Yahoo, and Lycos.	Microsoft's Hotmail has raised its storage capacity to 250MB.	entailment	9
Lina Joy, 42, was deliver Azlina Jailani to malayan parents, and was raised as a Muslim. Malaysia's united states constitution assure freedom of religion, but by law, all ethnic malayan are Muslim. Joy convert to christian religion at geezerhood 26, and after some bureaucratic difficulties had her mention legally changed in 1999. However, on her MyKad national ID, the home registration department retained her say religious belief as Islam. In order to have her religious belief changed, the home registration department articulate Joy would have to prevail a credential of tergiversation from the Muslim Sharia Court.	Lina Joy's parents are from Malaysia.	entailment	10
Lina Joy, 42, was born Azlina Jailani to malay parents, and was conjure up as a Muslim. Malaysia's united states constitution guarantees freedom of religion, but by law, all ethnical Malays are Muslim. Joy exchange to christian religion at mature 26, and after some bureaucratic difficulties had her named de jure exchange in 1999. However, on her MyKad internal ID, the National Registration section retained her tell organized religion as Islam. In social club to have her organized religion changed, the National Registration section allege Joy would have to obtain a security of renunciation from the islamic Sharia Court.	Lina Joy's parents are from Malaysia.	entailment	10
november 9, 1989 , the daylight the israel baline Wall fell and the macrocosm vary always . Not even the most astute saw it coming . equally Hungary's foreign parson in the late summertime of 1989 , Gyula hooter gave the order to rent visiting East german language enjoyment his rural area to do a 400-mile end run around the israel baline Wall , a move now visualise as the beginning of the end for hard-line communism in Europe .	The Berlin Wall was torn down in 1989.	entailment	11
november 9, 1989 , the clarence shepard day jr the irving berlin Wall fall down and the world changed forever . Not even the most sharp saw it coming . As Hungary's foreign curate in the deep summertime of 1989 , Gyula Horn gave the purchase order to lashkar e tayyiba visiting East Germans manipulation his body politic to do a 400-mile end rivulet or so the irving berlin Wall , a move now seen as the beginning of the end for hardline communism in Europe .	The Berlin Wall was torn down in 1989.	entailment	11
Valero free energy Corp., on Monday, said it found "extensive" extra damage at its 250,000-barrel-per-day Port president arthur refinery.	Valero Energy Corp. produces 250,000 barrels per day.	entailment	12
Valero get up and go Corp., on Monday, said it found "extensive" additional legal injury at its 250,000-barrel-per-day Port king arthur refinery.	Valero Energy Corp. produces 250,000 barrels per day.	entailment	12
Oil prices fall back as Yukos oil color threat lifted	Oil prices rise.	not_entailment	13
petroleum prices fall back as Yukos oil threat lifted	Oil prices rise.	not_entailment	13
Brian Brohm, the Louisville quarterback, befuddle for 368 yards and five touchdowns as the Cardinals tick visiting or commonwealth 63-27.	The quarterback threw for 413 yards and three touchdowns, and then ran to the end zone two more times.	not_entailment	14
Brian Brohm, the louisville quarterback, befuddle for 368 yards and v touchdowns as the Cardinals beat visiting oregon State 63-27.	The quarterback threw for 413 yards and three touchdowns, and then ran to the end zone two more times.	not_entailment	14
Greg Page, a former heavyweight pugilism hero who suffered a grievous brainpower injury in a 2001 fight, has conk at 50. His married woman Patricia said the sometime WBA hero had conk at his family in Kentucky, USA, of complications related to injuries he suffered in the fight. page was in a comatoseness for a calendar week after the 9 edge 2001 campaign against dale Crowe which was stopped up in the th round. Patricia page said he was "in a better property now" after declare on Monday he had conk overnight in his sleep.	Greg Page was a WBA champion.	entailment	15
Greg Page, a sometime hulk boxing champion who suffered a severe brain injury in a 2001 fight, has fail at 50. His wife Patricia tell the one-time WBA champion had fail at his home in Kentucky, USA, of complication connect to injury he suffered in the fight. foliate was in a comatoseness for a week after the  March 2001 crusade against dale Crowe which was arrest in the tenth round. Patricia foliate tell he was "in a improve seat now" after foretell on mon he had fail overnight in his sleep.	Greg Page was a WBA champion.	entailment	15
sierra is probable to remain in put behind bars at the Hillsborough county put behind bars in her indigen Tampa until her following hearing on December 20, where she is being held without bail, which would foreclose her attend the booker taliaferro washington effect on Friday even out if she still had permission to perform. sierra has been in put behind bars since the start of the month after an fracas with police officer remote a Tampa nightclub, which she had been ejected from. She is consign with chaotic intoxication and resisting arrest.	Sierra once reached the finals of "American Idol".	not_entailment	16
