No Weapons of Mass Destruction determine in Iraq Yet.	Weapons of Mass Destruction Found in Iraq.	not_entailment	0
No Weapons of Mass Destruction Found in irak Yet.	Weapons of Mass Destruction Found in Iraq.	not_entailment	0
A place of sorrow, after Pope John alice paul II died, became a place of celebration, as Roman Catholic faithful forgather in downtown Chicago to mark the facility of new Pope Benedict XVI.	Pope Benedict XVI is the new leader of the Roman Catholic Church.	entailment	1
A place of sorrow, after Pope john lackland Paul deuce died, became a place of celebration, as Roman Catholic congregation gathered in downtown Chicago to mark the installation of new Pope Benedict XVI.	Pope Benedict XVI is the new leader of the Roman Catholic Church.	entailment	1
Herceptin was already approved to treat the brainsick breast cancer the crab patients, and the company said, Monday, it will discuss with federal regulators the possibility of prescribing the dose for more breast cancer the crab patients.	Herceptin can be used to treat breast cancer.	entailment	2
Herceptin was already approved to treat the sickest tit genus cancer patients, and the company said, Monday, it will discuss with federal soldier regulators the possibility of prescribing the drug for more tit genus cancer patients.	Herceptin can be used to treat breast cancer.	entailment	2
Judie Vivian, chief executive at ProMedica, a medical service company that helps sustain the 2-year-old Vietnam Heart Institute in holmium Chi Minh metropolis (formerly Saigon), said that so interahamwe about 1,500 children have received treatment.	The previous name of Ho Chi Minh City was Saigon.	entailment	3
Judie Vivian, chief administrator at ProMedica, a medical service company that helps sustain the 2-year-old Vietnam Heart Institute in Ho Chi Minh urban center (formerly Saigon), said that so alir about 1,500 children have received treatment.	The previous name of Ho Chi Minh City was Saigon.	entailment	3
a man is imputable in court later charged with the slaying 26 years agone of a stripling whose case was the first to be featured on BBC One's Crimewatch. Colette Aram, 16, was walking to her boyfriend's house in Keyworth, Nottinghamshire, on 30 oct 1983 when she disappeared. Her body was later found in a field close to her home. alice paul Stewart Hutchinson, 50, has been charged with slaying and is imputable before Nottingham magistrates later.	Paul Stewart Hutchinson is accused of having stabbed a girl.	not_entailment	4
axerophthol man is ascribable in court later consign with the murder 26 long time ago of a teenager whose typesetters case was the first base to be featured on BBC One's Crimewatch. Colette Aram, 16, was walking to her boyfriend's house in Keyworth, Nottinghamshire, on 30 October 1983 when she disappeared. Her body was later found in a field close to her home. Paul stewart Hutchinson, 50, has been consign with murder and is ascribable before Nottingham magistrates later.	Paul Stewart Hutchinson is accused of having stabbed a girl.	not_entailment	4
britain said, Friday, that it has barred cleric, Omar Bakri, from returning to the state from Lebanon, where he was released by police after being detained for 24 hours.	Bakri was briefly detained, but was released.	entailment	5
Britain said, Friday, that it has barred cleric, Omar Bakri, from pass to the country from Lebanon, where he was released by police after being detained for xxiv hours.	Bakri was briefly detained, but was released.	entailment	5
Nearly 4 million youngster who have at least unitary parent who entered the U.S. illegally were born in the United States and are U.S. citizens as a result, grant to the study conducted by the Pew Hispanic Center. That's about tercet quarters of the count on 5.5 million youngster of illegal immigrant inside the United States, grant to the study. just about 1.8 million youngster of undocumented immigrant live in poverty, the study found.	Three quarters of U.S. illegal immigrants have children.	not_entailment	6
Nearly quaternity million children who have at to the lowest degree one parent who enroll the U.S. illegally were born in the United States and are U.S. citizen as a result, according to the study acquit by the Pew hispanic american Center. That's about three fourth part of the estimated 5.5 million children of illegal immigrants inside the United States, according to the study. About 1.8 million children of undocumented immigrants live in poverty, the study found.	Three quarters of U.S. illegal immigrants have children.	not_entailment	6
Like the United States, U.N. officials are also cast down that Aristide killed a conference called by Prime Minister henry martyn robert Malval in port au prince in hopes of bringing all the feuding parties together.	Aristide had Prime Minister Robert Malval  murdered in Port-au-Prince.	not_entailment	7
Like the United States, U.N. officials are also dismayed that Aristide killed a conference called by Prime Minister henry martyn robert Malval in port au prince in hopes of bringing all the feuding company together.	Aristide had Prime Minister Robert Malval  murdered in Port-au-Prince.	not_entailment	7
WASHINGTON -- amp newly declassify narration of the Bush administration's advice to the cia on harsh examination shows that the pocket sized group of Justice Department lawyers who wrote memos authorise controversial interrogation techniques were operating not on their own but with direction from top administration officials, including then-Vice President gumshoe Cheney and national security adviser Condoleezza Rice. At the same time, the narration suggests that then-Defense Secretary Donald H. Rumsfeld and then-Secretary of State Colin Powell were largely left out of the decision-making process.	Dick Cheney was the Vice President of Bush.	entailment	8
booker t washington -- A newly declassified narrative of the Bush administration's advice to the CIA on harsh interrogations present that the small group of Justice Department lawyers who wrote memoranda authorizing controversial query techniques were maneuver not on their own but with direction from top administration officials, including then-Vice President Dick Cheney and national surety adviser Condoleezza Rice. at the same time, the narrative suggest that then-Defense Secretary Donald H. Rumsfeld and then-Secretary of State Colin Powell were largely left out of the decision-making process.	Dick Cheney was the Vice President of Bush.	entailment	8
Only a week after it had no comment on upping the storage capacity of its Hotmail e mail service, Microsoft ahead of time thursday denote it was boosting the allowance to 250MB to follow similar moves by rivals such as Google, Yahoo, and Lycos.	Microsoft's Hotmail has raised its storage capacity to 250MB.	entailment	9
exclusively a week after it had no comment on upping the storage capacity of its Hotmail e-mail service, Microsoft former Thursday harbinger it was boosting the valuation account to 250MB to follow similar moves by rivals such as Google, Yahoo, and Lycos.	Microsoft's Hotmail has raised its storage capacity to 250MB.	entailment	9
Lina Joy, 42, was born Azlina Jailani to malay parents, and was elevate as a Muslim. Malaysia's constitution guarantees freedom of religion, but by law, all ethnic Malays are Muslim. joyfulness converted to Christianity at age 26, and after some bureaucratic difficulties had her key out de jure change in 1999. However, on her MyKad home ID, the National Registration section retained her stated religion as Islam. In order to have her religion changed, the National Registration section said joyfulness would have to obtain a certificate of apostasy from the islamic Sharia Court.	Lina Joy's parents are from Malaysia.	entailment	10
Lina Joy, 42, was acquit Azlina Jailani to malayan parents, and was raised as a Muslim. Malaysia's constitution guarantees exemption of religion, but by law, all ethnic Malays are Muslim. Joy converted to Christianity at age 26, and after some bureaucratic difficulties had her named legally changed in 1999. However, on her MyKad national ID, the National adjustment Department continue her stated religious belief as Islam. In regularise to have her religious belief changed, the National adjustment Department said Joy would have to find a certificate of defection from the Muslim Sharia Court.	Lina Joy's parents are from Malaysia.	entailment	10
november 9, 1989 , the day the Berlin Wall drop and the worldwide changed forever . Not even the most astute saw it coming . As Hungary's foreign minister in the late summer of 1989 , Gyula Horn gave the order to permit chaffer East german use his land to do a 400-mile end run around the Berlin Wall , a move now seen as the beginning of the end for hard-line communism in Europe .	The Berlin Wall was torn down in 1989.	entailment	11
November 9, 1989 , the daytime the Berlin bulwark fell and the world changed forever . Not tied the most astute saw it coming . As Hungary's foreign minister in the late summertime of 1989 , Gyula Horn afford the order to let visiting East Germans use his country to do a 400-mile end consort around the Berlin bulwark , a move now experience as the beginning of the end for hard-line communism in Europe .	The Berlin Wall was torn down in 1989.	entailment	11
Valero Energy Corp., on Monday, said it found "extensive" additional damage at its 250,000-barrel-per-day Port king arthur refinery.	Valero Energy Corp. produces 250,000 barrels per day.	entailment	12
inunct prices fall back as Yukos oil threat lifted	Oil prices rise.	not_entailment	13
